openalex_id,doi,year,title,venue,authors,cited_by_count,candidate_score,pdf_url,landing_page_url,abstract
https://openalex.org/W2049684722,10.1038/nrmicro2391,2010,Entropy as the driver of chromosome segregation,Nature Reviews Microbiology,Suckjoon Jun; Andrew Wright,244,9,,https://doi.org/10.1038/nrmicro2391,
https://openalex.org/W2151643303,10.1002/jcc.23130,2012,Lattice microbes: High‐performance stochastic simulation method for the reaction‐diffusion master equation,Journal of Computational Chemistry,Elijah Roberts; John E. Stone; Zaida Luthey‐Schulten,130,9,,https://doi.org/10.1002/jcc.23130,"Spatial stochastic simulation is a valuable technique for studying reactions in biological systems. With the availability of high-performance computing (HPC), the method is poised to allow integration of data from structural, single-molecule and biochemical studies into coherent computational models of cells. Here, we introduce the Lattice Microbes software package for simulating such cell models on HPC systems. The software performs either well-stirred or spatially resolved stochastic simulations with approximated cytoplasmic crowding in a fast and efficient manner. Our new algorithm efficiently samples the reaction-diffusion master equation using NVIDIA graphics processing units and is shown to be two orders of magnitude faster than exact sampling for large systems while maintaining an accuracy of !0.1%. Display of cell models and animation of reaction trajectories involving millions of molecules is facilitated using a plug-in to the popular VMD visualization platform. The Lattice Microbes software is open source and available for download at http://www.scs.illinois.edu/schulten/lm"
https://openalex.org/W2012034410,10.1126/science.1260419,2015,Tissue-based map of the human proteome,Science,Mathias Uhlén; Linn Fagerberg; Björn M. Hallström; Cecilia Lindskog; Per Oksvold; Adil Mardinoğlu; Åsa Sivertsson; Caroline Kampf,15584,9,,https://doi.org/10.1126/science.1260419,"Resolving the molecular details of proteome variation in the different tissues and organs of the human body will greatly increase our knowledge of human biology and disease. Here, we present a map of the human tissue proteome based on an integrated omics approach that involves quantitative transcriptomics at the tissue and organ level, combined with tissue microarray-based immunohistochemistry, to achieve spatial localization of proteins down to the single-cell level. Our tissue-based analysis detected more than 90% of the putative protein-coding genes. We used this approach to explore the human secretome, the membrane proteome, the druggable proteome, the cancer proteome, and the metabolic functions in 32 different tissues and organs. All the data are integrated in an interactive Web-based database that allows exploration of individual proteins, as well as navigation of global expression patterns, in all major tissues and organs in the human body."
https://openalex.org/W2304674135,10.1126/science.aad6253,2016,Design and synthesis of a minimal bacterial genome,Science,Clyde A. Hutchison; Ray-Yuan Chuang; Vladimir N. Noskov; Nacyra Assad-Garcia; Thomas J. Deerinck; Mark H. Ellisman; John Gill; Krishna Kannan,1511,8,,https://doi.org/10.1126/science.aad6253,"We used whole-genome design and complete chemical synthesis to minimize the 1079-kilobase pair synthetic genome of Mycoplasma mycoides JCVI-syn1.0. An initial design, based on collective knowledge of molecular biology combined with limited transposon mutagenesis data, failed to produce a viable cell. Improved transposon mutagenesis methods revealed a class of quasi-essential genes that are needed for robust growth, explaining the failure of our initial design. Three cycles of design, synthesis, and testing, with retention of quasi-essential genes, produced JCVI-syn3.0 (531 kilobase pairs, 473 genes), which has a genome smaller than that of any autonomously replicating cell found in nature. JCVI-syn3.0 retains almost all genes involved in the synthesis and processing of macromolecules. Unexpectedly, it also contains 149 genes with unknown biological functions. JCVI-syn3.0 is a versatile platform for investigating the core functions of life and for exploring whole-genome design."
https://openalex.org/W2975167630,10.1073/pnas.1907009116,2019,RNA polymerases as moving barriers to condensin loop extrusion,Proceedings of the National Academy of Sciences,Hugo B. Brandão; Payel Paul; Aafke A. van den Berg; David Z. Rudner; Xindan Wang; Leonid A. Mirny,165,8,https://www.pnas.org/content/pnas/116/41/20489.full.pdf,https://doi.org/10.1073/pnas.1907009116,"To separate replicated sister chromatids during mitosis, eukaryotes and prokaryotes have structural maintenance of chromosome (SMC) condensin complexes that were recently shown to organize chromosomes by a process known as DNA loop extrusion. In rapidly dividing bacterial cells, the process of separating sister chromatids occurs concomitantly with ongoing transcription. How transcription interferes with the condensin loop-extrusion process is largely unexplored, but recent experiments have shown that sites of high transcription may directionally affect condensin loop extrusion. We quantitatively investigate different mechanisms of interaction between condensin and elongating RNA polymerases (RNAPs) and find that RNAPs are likely steric barriers that can push and interact with condensins. Supported by chromosome conformation capture and chromatin immunoprecipitation for cells after transcription inhibition and RNAP degradation, we argue that translocating condensins must bypass transcribing RNAPs within ∼1 to 2 s of an encounter at rRNA genes and within ∼10 s at protein-coding genes. Thus, while individual RNAPs have little effect on the progress of loop extrusion, long, highly transcribed operons can significantly impede the extrusion process. Our data and quantitative models further suggest that bacterial condensin loop extrusion occurs by 2 independent, uncoupled motor activities; the motors translocate on DNA in opposing directions and function together to enlarge chromosomal loops, each independently bypassing steric barriers in their path. Our study provides a quantitative link between transcription and 3D genome organization and proposes a mechanism of interactions between SMC complexes and elongating transcription machinery relevant from bacteria to higher eukaryotes."
https://openalex.org/W3034359544,10.1098/rsob.200097,2020,Bacterial chromosome segregation by the ParABS system,Open Biology,Adam S. B. Jalal; Tung B. K. Le,161,8,https://royalsocietypublishing.org/doi/pdf/10.1098/rsob.200097,https://doi.org/10.1098/rsob.200097,"Proper chromosome segregation during cell division is essential in all domains of life. In the majority of bacterial species, faithful chromosome segregation is mediated by the tripartite ParABS system, consisting of an ATPase protein ParA, a CTPase and DNA-binding protein ParB, and a centromere-like <i>parS</i> site. The <i>parS</i> site is most often located near the origin of replication and is segregated first after chromosome replication. ParB nucleates on <i>parS</i> before binding to adjacent non-specific DNA to form a multimeric nucleoprotein complex. ParA interacts with ParB to drive the higher-order ParB-DNA complex, and hence the replicating chromosomes, to each daughter cell. Here, we review the various models for the formation of the ParABS complex and describe its role in segregating the origin-proximal region of the chromosome. Additionally, we discuss outstanding questions and challenges in understanding bacterial chromosome segregation."
https://openalex.org/W4205569118,10.1016/j.cell.2021.12.025,2022,Fundamental behaviors emerge from simulations of a living minimal cell,Cell,Zane R. Thornburg; David Bianchi; Troy A. Brier; Benjamin R. Gilbert; Tyler M. Earnest; Marcelo C. R. Melo; Nataliya Safronova; James Sáenz,155,8,http://www.cell.com/article/S0092867421014884/pdf,https://doi.org/10.1016/j.cell.2021.12.025,
https://openalex.org/W4285005438,10.1128/mbio.01630-22,2022,Metabolite Damage and Damage Control in a Minimal Genome,mBio,Drago Haas; Antje M. K. Thamm; Jiayi Sun; Lili Huang; Lijie Sun; Guillaume A.W. Beaudoin; Kim S. Wise; Claudia Lerma‐Ortiz,22,8,https://www.osti.gov/servlets/purl/1889733,https://doi.org/10.1128/mbio.01630-22,"Analysis of the genes retained in the minimized <i>Mycoplasma</i> JCVI-Syn3A genome established that systems that repair or preempt metabolite damage are essential to life. Several genes known to have such functions were identified and experimentally validated, including 5-formyltetrahydrofolate cycloligase, coenzyme A (CoA) disulfide reductase, and certain hydrolases. Furthermore, we discovered that an enigmatic YqeK hydrolase domain fused to NadD has a novel proofreading function in NAD synthesis and could double as a MutT-like sanitizing enzyme for the nucleotide pool. Finally, we combined metabolomics and cheminformatics approaches to extend the core metabolic map of JCVI-Syn3A to include promiscuous enzymatic reactions and spontaneous side reactions. This extension revealed that several key metabolite damage control systems remain to be identified in JCVI-Syn3A, such as that for methylglyoxal. <b>IMPORTANCE</b> Metabolite damage and repair mechanisms are being increasingly recognized. We present here compelling genetic and biochemical evidence for the universal importance of these mechanisms by demonstrating that stripping a genome down to its barest essentials leaves metabolite damage control systems in place. Furthermore, our metabolomic and cheminformatic results point to the existence of a network of metabolite damage and damage control reactions that extends far beyond the corners of it that have been characterized so far. In sum, there can be little room left to doubt that metabolite damage and the systems that counter it are mainstream metabolic processes that cannot be separated from life itself."
https://openalex.org/W4385323819,10.1016/j.isci.2023.107500,2023,Adaptive evolution of a minimal organism with a synthetic genome,iScience,Troy E. Sandberg; Kim S. Wise; Christopher Dalldorf; Richard Szubin; Adam M. Feist; John I. Glass; Bernhard Ø. Palsson,22,8,http://www.cell.com/article/S2589004223015778/pdf,https://doi.org/10.1016/j.isci.2023.107500,"The bacterial strain JCVI-syn3.0 stands as the first example of a living organism with a minimized synthetic genome, derived from the <i>Mycoplasma mycoides</i> genome and chemically synthesized <i>in vitro</i>. Here, we report the experimental evolution of a syn3.0- derived strain. Ten independent replicates were evolved for several hundred generations, leading to growth rate improvements of > 15%. Endpoint strains possessed an average of 8 mutations composed of indels and SNPs, with a pronounced C/G- > A/T transversion bias. Multiple genes were repeated mutational targets across the independent lineages, including phase variable lipoprotein activation, 5 distinct; nonsynonymous substitutions in the same membrane transporter protein, and inactivation of an uncharacterized gene. Transcriptomic analysis revealed an overall tradeoff reflected in upregulated ribosomal proteins and downregulated DNA and RNA related proteins during adaptation. This work establishes the suitability of synthetic, minimal strains for laboratory evolution, providing a means to optimize strain growth characteristics and elucidate gene functionality."
https://openalex.org/W4404164400,10.1038/s41467-024-53975-y,2024,A tuneable minimal cell membrane reveals that two lipid species suffice for life,Nature Communications,Isaac Justice; Petra Kiesel; Nataliya Safronova; Alexander von Appen; James Sáenz,23,8,https://www.nature.com/articles/s41467-024-53975-y.pdf,https://doi.org/10.1038/s41467-024-53975-y,"All cells are encapsulated by a lipid membrane that facilitates their interactions with the environment. How cells manage diverse mixtures of lipids, which dictate membrane property and function, is experimentally challenging to address. Here, we present an approach to tune and minimize membrane lipid composition in the bacterium Mycoplasma mycoides and its derived 'minimal cell' (JCVI-Syn3A), revealing that a two-component lipidome can support life. Systematic reintroduction of phospholipids with different features demonstrates that acyl chain diversity is more important for growth than head group diversity. By tuning lipid chirality, we explore the lipid divide between Archaea and the rest of life, showing that ancestral lipidomes could have been heterochiral. However, in these simple organisms, heterochirality leads to impaired cellular fitness. Thus, our approach offers a tunable minimal membrane system to explore the fundamental lipidomic requirements for life, thereby extending the concept of minimal life from the genome to the lipidome."
https://openalex.org/W2139271927,10.1128/jb.180.2.256-264.1998,1998,Cell Reproduction and Morphological Changes in <i>Mycoplasma capricolum</i>,Journal of Bacteriology,Shintaro Seto; Makoto Miyata,34,7,https://jb.asm.org/content/jb/180/2/256.full.pdf,https://doi.org/10.1128/jb.180.2.256-264.1998,"The cell reproduction of Mycoplasma capricolum was studied. The velocity of DNA replication fork progression was about 6 kb/min, which is 10 times slower than that of Escherichia coli. The time required for one round of DNA replication accorded with the doubling time. The origin/terminus ratio was 2.0. M. capricolum cell morphology was classified into two types, rod and branched. In the ordinary-growth phase, the rod cells accounted for about 90% of the total population, with branched cells comprising the remaining 10%. The proportion of branched cells increased to 90% following inhibition of DNA replication by nucleoside starvation. An increase in the proportion of branched cells was induced by transfer of a temperature-sensitive mutant deficient in DNA replication to the restrictive temperature. The rod cells had a regular structure, a fixed cell length, and constrictions in the center. The DNA contents of individual rod cells were distributed with a standard deviation of 0.40 of average. The branched cells had irregular structures and a wide distribution of DNA contents. Counting of viable cells revealed that the cells ceased division upon cell type conversion; however, branched cells maintained a reproductive capacity. A model for the reproduction process is proposed."
https://openalex.org/W1883779479,10.1111/j.1365-2958.2012.08081.x,2012,Superresolution imaging of ribosomes and RNA polymerase in live <i>Escherichia coli</i> cells,Molecular Microbiology,Somenath Bakshi; Albert Siryaporn; Mark Goulian; James C. Weisshaar,495,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2958.2012.08081.x,https://doi.org/10.1111/j.1365-2958.2012.08081.x,"Quantitative spatial distributions of ribosomes (S2-YFP) and RNA polymerase (RNAP; β'-yGFP) in live Escherichia coli are measured by superresolution fluorescence microscopy. In moderate growth conditions, nucleoid-ribosome segregation is strong, and RNAP localizes to the nucleoid lobes. The mean copy numbers per cell are 4600 RNAPs and 55,000 ribosomes. Only 10-15% of the ribosomes lie within the densest part of the nucleoid lobes, and at most 4% of the RNAPs lie in the two ribosome-rich endcaps. The predominant observed diffusion coefficient of ribosomes is D(ribo) = 0.04 µm(2) s(-1), attributed to free mRNA being translated by one or more 70S ribosomes. We find no clear evidence of subdiffusion, as would arise from tethering of ribosomes to the DNA. The degree of DNA-ribosome segregation strongly suggests that in E. coli most translation occurs on free mRNA transcripts that have diffused into the ribosome-rich regions. Both RNAP and ribosome radial distributions extend to the cytoplasmic membrane, consistent with the transertion hypothesis. However, few if any RNAP copies lie near the membrane of the endcaps. This suggests that if transertion occurs, it exerts a direct radially expanding force on the nucleoid, but not a direct axially expanding force."
https://openalex.org/W2202347610,10.1093/nar/gkv1049,2015,"BiGG Models: A platform for integrating, standardizing and sharing genome-scale models",Nucleic Acids Research,Zachary A. King; Justin S. Lu; Andreas Dräger; Philip Miller; Stephen Federowicz; Joshua A. Lerman; Ali Ebrahim; Bernhard Ø. Palsson,1001,7,https://academic.oup.com/nar/article-pdf/44/D1/D515/16661243/gkv1049.pdf,https://doi.org/10.1093/nar/gkv1049,"Genome-scale metabolic models are mathematically-structured knowledge bases that can be used to predict metabolic pathway usage and growth phenotypes. Furthermore, they can generate and test hypotheses when integrated with experimental data. To maximize the value of these models, centralized repositories of high-quality models must be established, models must adhere to established standards and model components must be linked to relevant databases. Tools for model visualization further enhance their utility. To meet these needs, we present BiGG Models (http://bigg.ucsd.edu), a completely redesigned Biochemical, Genetic and Genomic knowledge base. BiGG Models contains more than 75 high-quality, manually-curated genome-scale metabolic models. On the website, users can browse, search and visualize models. BiGG Models connects genome-scale models to genome annotations and external databases. Reaction and metabolite identifiers have been standardized across models to conform to community standards and enable rapid comparison across models. Furthermore, BiGG Models provides a comprehensive application programming interface for accessing BiGG Models with modeling and analysis tools. As a resource for highly curated, standardized and accessible models of metabolism, BiGG Models will facilitate diverse systems biology studies and support knowledge-based analysis of diverse experimental data."
https://openalex.org/W3046695191,10.1126/science.abb3758,2020,In-cell architecture of an actively transcribing-translating expressome,Science,Francis J. O’Reilly; Liang Xue; Andrea Graziadei; Ludwig Sinn; Swantje Lenz; Dimitry Tegunov; Cedric Blötz; Neil Singh,282,6,http://hdl.handle.net/20.500.11820/795e5806-09b4-4bb0-8098-f27465216a7c,https://doi.org/10.1126/science.abb3758,"Structural biology studies performed inside cells can capture molecular machines in action within their native context. In this work, we developed an integrative in-cell structural approach using the genome-reduced human pathogen <i>Mycoplasma pneumoniae</i> We combined whole-cell cross-linking mass spectrometry, cellular cryo-electron tomography, and integrative modeling to determine an in-cell architecture of a transcribing and translating expressome at subnanometer resolution. The expressome comprises RNA polymerase (RNAP), the ribosome, and the transcription elongation factors NusG and NusA. We pinpointed NusA at the interface between a NusG-bound elongating RNAP and the ribosome and propose that it can mediate transcription-translation coupling. Translation inhibition dissociated the expressome, whereas transcription inhibition stalled and rearranged it. Thus, the active expressome architecture requires both translation and transcription elongation within the cell."
https://openalex.org/W3033944182,10.1007/s00239-020-09951-3,2020,Spatial Patterns of Gene Expression in Bacterial Genomes,Journal of Molecular Evolution,Daniella F. Lato; G. Brian Golding,32,6,https://link.springer.com/content/pdf/10.1007/s00239-020-09951-3.pdf,https://doi.org/10.1007/s00239-020-09951-3,"Gene expression in bacteria is a remarkably controlled and intricate process impacted by many factors. One such factor is the genomic position of a gene within a bacterial genome. Genes located near the origin of replication generally have a higher expression level, increased dosage, and are often more conserved than genes located farther from the origin of replication. The majority of the studies involved with these findings have only noted this phenomenon in a single gene or cluster of genes that was re-located to pre-determined positions within a bacterial genome. In this work, we look at the overall expression levels from eleven bacterial data sets from Escherichia coli, Bacillus subtilis, Streptomyces, and Sinorhizobium meliloti. We have confirmed that gene expression tends to decrease when moving away from the origin of replication in majority of the replicons analysed in this study. This study sheds light on the impact of genomic location on molecular trends such as gene expression and highlights the importance of accounting for spatial trends in bacterial molecular analysis."
https://openalex.org/W3146440707,10.1016/j.cell.2021.03.008,2021,Genetic requirements for cell division in a genomically minimal cell,Cell,James F. Pelletier; Lijie Sun; Kim S. Wise; Nacyra Assad-Garcia; Bogumil J. Karas; Thomas J. Deerinck; Mark H. Ellisman; Andreas Mershin,136,6,http://www.cell.com/article/S0092867421002932/pdf,https://doi.org/10.1016/j.cell.2021.03.008,
